Мономер,C10H18Si,5-Триметилсилилнорборнен-2,Норборнены,166.339
Полимер,[-C10H18Si-],Поли-5-триметилсилилнорборнен-2,Норборнены,166.339
Полимер,C10H18Si,Поли-5-триметилсилилнорборнен-2,W2,166.339
Мономер,c1,5-Триметилсилил-2-норборнен,Норборнены,0
неизвестно,H2,Диводород,Неорганические соединения,2.016
Полимер,C10H18Si,Поли-5-триметилсилилнорборнен-2,Полинорборнены,166.339
Мономер,C2H4,Этилен,Алкены,28.054
Мономер,C6H10,Циклогексен,Циклоалкены,82.146
Мономер,C4H8,Бутен-1,Алкены,56.108
Мономер,C4H8,цис-Бутен-2,Алкены,56.108
Мономер,C4H8,транс-Бутен-2,Алкены,56.108
Мономер,C2H4,Этилен,Алкены,28.054
Полимер,C4H6,транс-1.4-Полибутадиен,Полиалкеномеры,54.092
Мономер,C4H6,Бутадиен-1.3,Алкадиены,54.092
Полимер,C7H12,Поли-4-метилгексеномер,Полиалкеномеры,96.173
Мономер,C4H6,Бутадиен-1.3,Алкадиены,54.092
Мономер,C48H40Si8O12,Октафенилгексациклооктасилоксан(кубический октамер),Силоксаны,1033.516
Мономер,C48H40Si8O12,Кубический октамер,Циклосилоксаны,1033.516
Мономер,C5H13Si1N1,Триметилсилилэтинилимин,Имины,115.251
Мономер,C5H13Si1N1,Тириметилсилилэтинилимин,Имины,115.251
Мономер,C48H40Si8O12,Октафенилгексациклооктасилоксан(кубический октамер),Циклосилоксаны,1033.516
Мономер,C4H6,Бутадиен-1.3,Алкадиены,54.092
Полимер,C4H6,цис-1.4-Полибутадиен,Полиалкены,54.092
Полимер,C1H2,Полиэтилен,Полиалкены,14.027
Полимер,C7H14Si1,Полиаллилвинилдиметилсилан,Полисиланы,126.274
Полимер,C8H14,Поливинилциклогексан,Виниловые и родственные,110.19999999999999
Полимер,C13H12O4N2P1Na1,ПАК-ПФ-ДП,Интерполимерные комплексы,314.21253127800003
неизвестно,H2,Диводород,Неорганические соединения,2.016
Полимер,C8H8,полистирол (синдиотактический),Виниловые и родственные,104.15199999999999
Полимер,C8H8,Полистирол (синдиотактический),Виниловые и родственные,104.152
Мономер,C60H36,Гидрид фуллерена C60,Фуллерен,756.948
Полимер,C8H8,Полистирол (синдиотактический),Виниловые и родственные,104.15199999999999
Мономер,C60H36,Гидрид фуллерена C60,Фуллерен,756.948
Мономер,C60H36,Гидрид фуллерена C60 (удалить),Фуллерен,756.948
Мономер,C60H36,Гидрид фуллерена C60,Фуллерен,756.948
Мономер,C60H36,Гидрид фуллерена C60 (удалить),Фуллерен,756.948
Полимер,C4H6O,Сополимер монооксида углерода с пропиленом,Сополимеры СО с алкенами,70.091
Полимер,C4H6O,Сополимер монооксида углерода с пропиленом (1),Сополимеры СО с алкенами,70.091
Полимер,C4H6O,Сополимер монооксида углерода с пропиленом,Сополимеры СО с алкенами,70.091
Мономер,C1O1,Монооксид углерода  II (СО),Оксиды,28.01
Полимер,C4H6O,Сополимер монооксида углерода с пропиленом,Сополимеры СО с алкенами,70.091
Полимер,C4H6O,Сополимер монооксида углерода с пропиленом1,Сополимеры СО с алкенами,70.091
Полимер,C4H6O,Сополимер монооксида углерода с пропиленом,Сополимеры СО с алкенами,70.091
Полимер,C4H6O,Сополимер монооксида углерода с пропиленом1,Сополимеры СО с алкенами,70.091
Полимер,C4H6O,Сополимер монооксида углерода с пропиленом,Сополимеры СО с алкенами,70.091
Полимер,P1O3Na1,Полифосфат натрия,Полифосфаты,101.960531278
Полимер,C13H12O5N2P1Na1,ПАК-ПФ-ДП,Интерполимерные комплексы,330.211531278
Полимер,C13H12O5N2P1Na1,ПАК-ПФ-ДП1,Интерполимерные комплексы,330.211531278
Полимер,C13H12O5N2P1Na1,ПАК-ПФ-ДП2,Интерполимерные комплексы,330.211531278
Полимер,C13H12O5N2P1Na1,ПАК-ПФ-ДП,Интерполимерные комплексы,330.211531278
Полимер,C3H4O2,Полиакриловая кислота,Виниловые и родственные,72.063
Мономер,C5H13Si1N1,Триметилсилилэтинилимин,Имины,115.251
неизвестно,C10H8N2,"4,4' - Дипиридил",Гетероциклы,156.188
Полимер,C3H4N1O2,Полициклодиметиленуретан,Полиуретан,86.07
Мономер,C3H4N1O2,Пятичленный уретан,Уретаны,86.07
Полимер,C2H2,транс-Полиацетилен,Полиены,26.038
Мономер,C12H10,Дифенил,Бензолы,154.21200000000002
Мономер,C36H30Si3O3,Гексафенилциклогексасилоксан,Циклосилоксаны,594.8879999999999
Мономер,C48H40Si4O4,Октафенилциклотетрасилоксан,Циклосилоксаны,793.1840000000001
Полимер,C8H5Au1,Фенилацетиленид золота,Координационные,298.09457
Мономер,C36H30Si3O3,Гексафенилциклогексасилоксан,Циклосилоксаны,594.8879999999999
Мономер,C9H10,α-Метилстирол,Виниловые и родственные,118.17899999999999
Полимер,C12H10Si1O1,Полидифенилсилоксан,Полисилоксаны,198.296
Мономер,C36H30Si3O3,Гексафенилциклогексасилоксан,Циклосилоксаны,594.8879999999999
Полимер,C12H10Si1O1,Полидифенилсилоксан,Полисилоксаны,198.29600000000002
Мономер,C48H40Si4O4,Октафенилциклотетрасилоксан,Циклосилоксаны,793.1840000000001
Полимер,C12H10Si1O1,Полидифенилсилоксан,Полисилоксаны,198.29600000000002
Мономер,C60H36,Гидрид фуллерена C60,Фуллерен,756.948
Мономер,C1,Комплекс,Фулерены,12.011
Мономер,C24H20P1Cl1O4,тетрафенилфосфониумперхлорат,перхлораты,438.843761998
Мономер,C9,Ч1,Перхлораты,108.09899999999999
Мономер,C24H20P1Cl1O4,тетрафенилфосфониумперхлорат,перхлораты,438.843761998
Мономер,C24H20As1Cl1O4,Тетрафениларсениумперхлорат,Перхлораты,482.791595
Полимер,C1H2,Полиэтилен,Полиалкены,14.027
Полимер,C8H13Cu1,Гексилацетиленид меди,Координационный полимер,172.738
Полимер,C8H13Cu1,Гексилацетиленид меди,Координационные,172.738
Мономер,Na1Zr2P3O12,Натрийцирконийфосфат,Фосфаты,490.347055274
Полимер,C16H10Hg1,Дифенилацетилинид ртути,Координационные,402.848
Мономер,Na1Zr2P3O12,Натрийцирконийфосфат,Фосфаты,490.347055274
Полимер,C16H10Hg1,Дифенилацетилинид ртути,Координационные,402.848
Полимер,C5H9O2N1,Циклический уретан1,Полиуретан,115.132
Мономер,C3H4N1O2,Пятичленный уретан,Уретаны,86.07
Мономер,C5Y5H1N1,Пятичленный уретан,Уретаны,519.5992
Полимер,C5H9O2N1,Циклический уретан1,Полиуретан,115.132
Мономер,C5Y5H1N1,Пятичленный уретан,Уретаны,519.5992
Полимер,C5H9O2N1,Циклический уретан1,Полиуретан,115.132
Полимер,C12H10Si1O1,Полидифенилсилоксан,Полисилоксаны,198.29600000000002
Полимер,C5H9O2N1,Циклический уретан1,Полиуретан,115.132
Полимер,C12H10Si1O1,Полидифенилсилоксан,Полисилоксаны,198.29600000000002
Мономер,Na1Zr2P3O12,Натрийцирконийфосфат,Фосфаты,490.347055274
Полимер,C12H10Si1O1,Полидифенилсилоксан,Полисилоксаны,198.29600000000002
Мономер,C20H30Si2N2ZnCl2,(диметилфенилсилил)этиленимин-ZnCI2,Имины,490.924
Мономер,C10H26Si2N2ZnCl2,(триметилсилил)этиленимин-ZnCl2,Имины,366.782
Мономер,C20H30Si2N2ZnCl2,(диметилфенилсилил)этиленимин-ZnCI2,Имины,490.924
Мономер,C16H38Si2N2ZnCl2,(триэтилсилил)этиленимин ZnCl2,Имины,450.944
Мономер,C60H36,Гидрид фуллерена C60,Фуллерен,756.948
Полимер,C6H12Si1,Полидиметилсилациклопентен,Полиорганосиланы,112.247
Мономер,C6H12Si1,Диметилсилациклопентен,Полиорганосиланы,112.247
Полимер,C60,Тетрагональный фуллетит,Фуллериты,720.66
Полимер,C60,Орторомбический фуллерит,Фуллериты,720.66
Полимер,C60,Тетрагональный фуллетит,Фуллериты,720.66
Полимер,C60,Орторомбический фуллерит,Фуллериты,720.66
Полимер,C60,Тетрагональный фуллетит,Фуллериты,720.66
Полимер,C60,Орторомбический фуллерит,Фуллериты,720.66
Полимер,C60,Тетрагональный фуллетит,Фуллериты,720.66
Полимер,C60,Орторомбический фуллерит,Фуллериты,720.66
Полимер,C4H4O4,Полигликолид,Полиэфиры,116.072
Полимер,C6H12,Поли-4-метилпентен-1,Полиалкены,84.162
Полимер,C8D8,Полидейтеростирол,Виниловые и родственные,0
Полимер,C8H14,транс-Изопренпропиленовый сополимер,Полиалкены сополимер,110.2
Полимер,C5H8,транс-Полипентеномер,Полиалкеномеры,68.119
Полимер,C5H5,транс-Полипентеномер,Полиалкеномеры,65.095
Полимер,C7H12,Поли-4-метилгексеномер,Полиалкеномеры,96.173
Мономер,C10H18O9N2,дикарбоновые кислоты,кислоты,310.259
Полимер,C5H8,цис-Полипентеномер,Полиалкеномеры,68.119
Полимер,[-C7H12-],Полигептеномер,Полиалкеномеры,96.1702
Полимер,C7H12,Поли-4-метилгексеномер,Полиалкеномеры,96.173
Мономер,C10H18O9N2,дикарбоновые кислоты,кислоты,310.259
Полимер,C60,Орторомбический фуллерит,Фуллериты,720.66
Полимер,C60,Тетрагональный фуллетит,Фуллериты,720.66
Полимер,C60,Орторомбический фуллерит,Фуллериты,720.66
Полимер,C7H14Si1,полидиаллилметилсилан,полимер,126.2716
Мономер,C16H38Si2N2ZnCl2,(триэтилсилил)этиленимин ZnCl2,Имины,450.94399999999996
Полимер,c12,G-1 (Und- Me),дендримеры,0.0
Полимер,C2,Трехкомпонентный+вода,Интерполимерные комплексы,24.022
неизвестно,C4H3Cl3,"Поли-1,2,3-трихлорбутадиен",Полибутадиены,157.418
Полимер,C8H8,Полистирол (синдиотактический),Виниловые и родственные,104.15199999999999
Мономер,C5H9N1O2,цикло(метилтриметиленуретан),Уретаны,115.132
Полимер,C5H9N1O2,поли(метилтриметиленуретан),Полиуретан,115.132
Полимер,c12,G-1 (Und- Me),дендримеры,0
Полимер,C2,Трехкомпонентный+вода,Интерполимерные комплексы,24.022
Полимер,C9H8O1,Сополимер СО со стиролом,Сополимеры СО с алкенами,132.16199999999998
Полимер,"C5,5H10Si1",Фуллеренсодержащий поли(силдиметил)триметилен,Фуллериты,0.0
Полимер,C100,G-2(Und-MPhB),дендримеры,1201.1
Полимер,C8H8,Полистирол (синдиотактический),Виниловые и родственные,104.15199999999999
